car_name,brand,model,avg_cost_price,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Ford Ecosport,Ford,Ecosport,11.8,5,55000.0,Dealer,Diesel,Manual,22.7,1498.0,89.84,5.0,7.5
Hyundai i20,Hyundai,i20,10.4,7,43000.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,4.5
Hyundai i20,Hyundai,i20,10.35,6,87000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,4.75
Honda City,Honda,City,14.275,5,31975.0,Dealer,Petrol,Manual,17.8,1497.0,117.3,5.0,5.39
Ford Ecosport,Ford,Ecosport,11.53,4,40000.0,Individual,Diesel,Manual,22.77,1498.0,98.59,5.0,8.88
Mahindra KUV,Mahindra,KUV,7.8038335,4,100000.0,Individual,Diesel,Manual,25.32,1198.0,77.0,5.0,4.5
Maruti Alto,Maruti,Alto,3.92,4,11000.0,Dealer,Petrol,Manual,24.7,796.0,47.3,5.0,2.85
Mahindra Bolero,Mahindra,Bolero,9.595,10,160000.0,Individual,Diesel,Manual,13.6,2523.0,63.0,7.0,3.5
Maruti Wagon R,Maruti,Wagon R,6.03,12,36259.0,Dealer,Petrol,Manual,18.9,998.0,67.1,5.0,1.29
Hyundai i10,Hyundai,i10,7.1382666,10,30000.0,Individual,Petrol,Automatic,16.95,1197.0,78.9,5.0,2.25
Hyundai Grand,Hyundai,Grand,6.93,5,36000.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5.0,3.79
Maruti Celerio,Maruti,Celerio,5.895,4,4000.0,Individual,Petrol,Automatic,23.1,998.0,67.04,5.0,4.78
Hyundai Grand,Hyundai,Grand,7.071195,8,40000.0,Individual,Diesel,Manual,24.0,1120.0,70.0,5.0,3.5
Hyundai Verna,Hyundai,Verna,14.583057,12,25000.0,Individual,Petrol,Manual,13.9,1599.0,103.2,5.0,1.4
Maruti Vitara,Maruti,Vitara,10.815,2,25000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,8.0
Maruti Swift,Maruti,Swift,7.7467155,7,67067.0,Dealer,Diesel,Manual,28.4,1248.0,74.0,5.0,4.25
Maruti Swift,Maruti,Swift,7.7467155,5,90000.0,Individual,Diesel,Manual,25.2,1248.0,74.0,5.0,4.5
Tata Safari,Tata,Safari,18.13,3,30000.0,Individual,Diesel,Manual,14.1,2179.0,153.86,7.0,11.0
Renault Duster,Renault,Duster,14.168889,8,61000.0,Individual,Diesel,Manual,19.01,1461.0,108.45,5.0,5.0
Honda Jazz,Honda,Jazz,10.077314,4,78000.0,Dealer,Diesel,Manual,27.3,1498.0,98.6,5.0,6.35
Maruti Wagon R,Maruti,Wagon R,6.19,10,78000.0,Dealer,CNG,Manual,26.2,998.0,58.2,5.0,2.1
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,2,9900.0,Individual,Diesel,Manual,28.4,1248.0,74.02,5.0,7.5
Volkswagen Vento,Volkswagen,Vento,12.39,8,55000.0,Dealer,Petrol,Manual,15.04,1598.0,103.6,5.0,3.35
Maruti Wagon R,Maruti,Wagon R,6.03,6,32000.0,Dealer,Petrol,Manual,18.9,998.0,67.1,5.0,3.5
Hyundai Creta,Hyundai,Creta,16.03,3,85000.0,Individual,Diesel,Manual,19.67,1582.0,126.2,5.0,11.5
Volkswagen Vento,Volkswagen,Vento,13.294659,5,28000.0,Dealer,Diesel,Automatic,22.15,1498.0,108.6,5.0,5.65
Honda City,Honda,City,14.275,10,40833.0,Dealer,Petrol,Automatic,16.8,1497.0,118.0,5.0,3.75
Renault Duster,Renault,Duster,14.168889,8,70000.0,Individual,Diesel,Manual,19.01,1461.0,108.45,5.0,4.0
Mahindra Bolero,Mahindra,Bolero,9.595,3,22000.0,Individual,Diesel,Manual,15.96,2523.0,62.1,7.0,7.8
Hyundai Santro,Hyundai,Santro,6.39939,8,40000.0,Individual,Petrol,Manual,17.92,1086.0,62.1,5.0,2.4
Mahindra Scorpio,Mahindra,Scorpio,16.975,11,49000.0,Dealer,Diesel,Manual,12.05,2179.0,120.0,7.0,3.99
Mahindra Bolero,Mahindra,Bolero,9.775915,5,80000.0,Individual,Diesel,Manual,16.5,1493.0,70.0,7.0,6.5
Maruti Alto,Maruti,Alto,4.0,4,18000.0,Individual,Petrol,Manual,24.7,796.0,47.3,5.0,2.7
Maruti Alto,Maruti,Alto,4.112027,5,30000.0,Individual,Petrol,Manual,23.95,998.0,67.05,5.0,3.0
Hyundai Creta,Hyundai,Creta,15.52,2,40000.0,Individual,Diesel,Manual,20.5,1582.0,126.2,5.0,15.0
Hyundai Grand,Hyundai,Grand,6.92,4,29000.0,Individual,Petrol,Manual,18.9,1197.0,81.86,5.0,4.85
Maruti Ciaz,Maruti,Ciaz,11.285,2,40000.0,Dealer,Petrol,Manual,20.73,1373.0,91.1,5.0,8.25
Maruti Vitara,Maruti,Vitara,10.815,5,54287.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,6.6
Maruti Celerio,Maruti,Celerio,5.775,4,19000.0,Individual,Petrol,Manual,23.1,998.0,67.04,5.0,4.1
Toyota Innova,Toyota,Innova,24.86143,4,30000.0,Individual,Diesel,Manual,13.68,2393.0,147.8,7.0,19.5
Hyundai i20,Hyundai,i20,10.35,6,70000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,4.44
Maruti Wagon R,Maruti,Wagon R,6.19,5,68000.0,Dealer,CNG,Manual,26.2,998.0,58.2,5.0,3.2
Maruti Ciaz,Maruti,Ciaz,11.285,3,10000.0,Individual,Petrol,Manual,20.73,1373.0,91.1,5.0,7.8
Hyundai Verna,Hyundai,Verna,13.875,1,5000.0,Individual,Petrol,Manual,17.7,1497.0,113.42,5.0,8.16
Maruti SwiftDzire,Maruti,SwiftDzire,8.39,6,50000.0,Dealer,Petrol,Manual,20.85,1197.0,83.14,5.0,4.5
Kia Seltos,Kia,Seltos,16.102222,2,6076.0,Dealer,Petrol,Manual,16.8,1497.0,113.4,5.0,11.49
Honda City,Honda,City,15.195,2,15000.0,Individual,Diesel,Manual,25.6,1498.0,97.9,5.0,10.5
Ford Ecosport,Ford,Ecosport,11.6,7,80900.0,Dealer,Diesel,Manual,22.7,1498.0,89.84,5.0,4.75
Toyota Innova,Toyota,Innova,24.86143,7,15000.0,Individual,Diesel,Manual,12.99,2494.0,100.6,7.0,9.25
Tata Tiago,Tata,Tiago,6.773722,5,29035.0,Dealer,Petrol,Manual,23.84,1199.0,84.0,5.0,3.75
Tata Safari,Tata,Safari,18.13,6,150000.0,Dealer,Diesel,Manual,14.1,2179.0,148.0,7.0,6.5
Maruti Baleno,Maruti,Baleno,8.335,3,20000.0,Dealer,Petrol,Manual,21.01,1197.0,81.8,5.0,5.7
Tata Safari,Tata,Safari,18.13,11,61000.0,Dealer,Diesel,Manual,13.93,2179.0,138.0,7.0,1.95
Maruti Alto,Maruti,Alto,3.975,6,49163.0,Dealer,Petrol,Manual,22.74,796.0,47.3,5.0,2.85
Tata Nexon,Tata,Nexon,12.14,3,21000.0,Individual,Diesel,Manual,21.5,1497.0,108.5,5.0,9.0
Honda WR-V,Honda,WR-V,10.43,2,13500.0,Individual,Petrol,Manual,17.5,1199.0,88.7,5.0,7.75
Mahindra Bolero,Mahindra,Bolero,9.775915,1,2500.0,Individual,Diesel,Manual,15.96,2523.0,63.0,9.0,8.0
Maruti Alto,Maruti,Alto,4.112027,13,60000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,0.97
Maruti Alto,Maruti,Alto,4.112027,3,10000.0,Individual,Petrol,Manual,23.95,998.0,67.05,5.0,3.2
Maruti Swift,Maruti,Swift,7.65,3,40000.0,Individual,Petrol,Manual,22.0,1197.0,81.8,5.0,5.15
Volkswagen Polo,Volkswagen,Polo,9.565,5,19000.0,Dealer,Petrol,Manual,16.2,1199.0,74.0,5.0,4.2
Ford Ecosport,Ford,Ecosport,12.04,3,30000.0,Individual,Diesel,Manual,23.0,1498.0,98.96,5.0,9.5
Volkswagen Polo,Volkswagen,Polo,9.283831,6,28500.0,Dealer,Diesel,Manual,20.14,1498.0,88.7,5.0,4.35
Maruti Baleno,Maruti,Baleno,8.693568,3,14000.0,Dealer,Diesel,Manual,27.39,1248.0,74.0,5.0,7.3
Hyundai Verna,Hyundai,Verna,14.44,6,34105.0,Dealer,Diesel,Manual,23.9,1582.0,126.2,5.0,5.49
Maruti Wagon R,Maruti,Wagon R,6.02,9,60000.0,Individual,Petrol,Manual,18.9,998.0,67.1,5.0,2.35
Datsun RediGO,Datsun,RediGO,4.51,4,27500.0,Individual,Petrol,Manual,22.7,799.0,53.64,5.0,2.06
Datsun GO,Datsun,GO,6.291818,6,36000.0,Dealer,Petrol,Manual,19.02,1198.0,67.05,7.0,2.9
Maruti Wagon R,Maruti,Wagon R,6.185586,18,150000.0,Individual,Petrol,Manual,18.9,998.0,67.1,5.0,0.65
Mahindra Scorpio,Mahindra,Scorpio,17.49,9,120000.0,Individual,Diesel,Automatic,11.79,2179.0,120.0,8.0,6.0
Toyota Innova,Toyota,Innova,24.86143,9,120000.0,Individual,Diesel,Manual,12.99,2494.0,100.6,8.0,8.0
Hyundai Grand,Hyundai,Grand,7.071195,7,32000.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5.0,3.93
Volkswagen Polo,Volkswagen,Polo,9.283831,5,9700.0,Dealer,Diesel,Manual,20.14,1498.0,88.0,5.0,4.5
Toyota Innova,Toyota,Innova,24.86143,9,165000.0,Individual,Diesel,Manual,12.8,2494.0,102.0,7.0,8.5
Toyota Innova,Toyota,Innova,24.86143,8,98000.0,Individual,Diesel,Manual,12.8,2494.0,102.0,8.0,10.0
Maruti Wagon R,Maruti,Wagon R,6.185586,4,3192.0,Dealer,Petrol,Manual,20.51,998.0,67.04,5.0,4.15
Hyundai Verna,Hyundai,Verna,13.275,2,15000.0,Individual,Petrol,Automatic,17.0,1591.0,121.3,5.0,12.5
Honda Jazz,Honda,Jazz,10.077314,5,17012.0,Dealer,Petrol,Automatic,19.0,1199.0,88.7,5.0,5.4
Maruti SwiftDzire,Maruti,SwiftDzire,8.39,8,60000.0,Individual,Petrol,Manual,19.1,1197.0,85.8,5.0,3.19
Hyundai i10,Hyundai,i10,7.1382666,7,17800.0,Individual,Petrol,Manual,19.81,1086.0,68.05,5.0,3.25
Renault Duster,Renault,Duster,14.168889,9,70000.0,Individual,Diesel,Manual,19.01,1461.0,108.45,5.0,4.0
Honda Jazz,Honda,Jazz,10.05,4,26000.0,Dealer,Petrol,Manual,18.7,1199.0,88.7,5.0,6.35
Renault KWID,Renault,KWID,5.005,5,30000.0,Individual,Petrol,Manual,25.17,799.0,53.3,5.0,2.25
Honda Jazz,Honda,Jazz,10.077314,5,100000.0,Individual,Diesel,Manual,27.3,1498.0,98.6,5.0,5.0
Honda Jazz,Honda,Jazz,10.077314,5,16000.0,Dealer,Diesel,Manual,27.3,1498.0,98.6,5.0,7.25
Volkswagen Polo,Volkswagen,Polo,8.95,7,85000.0,Individual,Petrol,Manual,16.47,1198.0,74.0,5.0,2.9
Maruti Celerio,Maruti,Celerio,5.9832554,7,43500.0,Dealer,Petrol,Manual,23.1,998.0,67.04,5.0,3.19
Maruti Swift,Maruti,Swift,7.52,1,1332.0,Dealer,Petrol,Manual,21.21,1197.0,81.8,5.0,6.25
Maruti Swift,Maruti,Swift,7.7467155,8,55204.0,Dealer,Diesel,Manual,22.9,1248.0,74.0,5.0,4.75
Hyundai i20,Hyundai,i20,10.535,10,50000.0,Individual,Diesel,Manual,23.0,1396.0,90.0,5.0,3.5
Hyundai Verna,Hyundai,Verna,14.95,2,24500.0,Individual,Diesel,Manual,24.0,1396.0,88.76,5.0,10.0
Honda Amaze,Honda,Amaze,9.33984,5,48649.0,Dealer,Diesel,Manual,25.8,1498.0,98.6,5.0,5.0
Maruti Wagon R,Maruti,Wagon R,6.135,2,15000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,4.2
Mahindra XUV500,Mahindra,XUV500,19.54,8,40000.0,Individual,Diesel,Manual,15.1,2179.0,140.0,7.0,8.5
Tata Nexon,Tata,Nexon,12.14,2,40000.0,Individual,Diesel,Manual,21.5,1497.0,108.5,5.0,9.0
Maruti Alto,Maruti,Alto,4.112027,9,11500.0,Individual,Petrol,Manual,20.92,998.0,67.1,5.0,2.1
Mahindra XUV500,Mahindra,XUV500,19.51,5,70000.0,Individual,Diesel,Automatic,16.0,2179.0,140.0,7.0,10.3
Maruti Eeco,Maruti,Eeco,4.695,9,56000.0,Dealer,Petrol,Manual,15.37,1196.0,73.0,7.0,1.75
Maruti Swift,Maruti,Swift,7.7467155,6,70000.0,Individual,Diesel,Manual,25.2,1248.0,74.0,5.0,4.25
Ford Figo,Ford,Figo,8.737458,5,35000.0,Dealer,Petrol,Manual,18.16,1196.0,86.8,5.0,5.0
Mahindra XUV500,Mahindra,XUV500,19.135,4,60000.0,Dealer,Diesel,Automatic,16.0,2179.0,140.0,7.0,12.5
Maruti Ciaz,Maruti,Ciaz,11.595719,6,65000.0,Individual,Diesel,Manual,28.09,1248.0,88.5,5.0,4.75
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,3,140000.0,Individual,Diesel,Manual,23.4,1248.0,74.0,5.0,5.5
Renault KWID,Renault,KWID,4.815,2,7000.0,Individual,Petrol,Automatic,24.04,999.0,67.0,5.0,4.9
Honda City,Honda,City,15.192461,16,90000.0,Individual,Petrol,Manual,13.0,1343.0,90.0,5.0,1.25
Maruti Swift,Maruti,Swift,7.7467155,14,70000.0,Individual,Diesel,Manual,17.8,1248.0,75.0,5.0,1.2
Hyundai Grand,Hyundai,Grand,6.93,5,34000.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5.0,4.1
Tata Safari,Tata,Safari,18.13,3,60000.0,Individual,Diesel,Manual,14.1,2179.0,147.94,7.0,11.0
Volkswagen Vento,Volkswagen,Vento,13.294659,5,29432.0,Dealer,Diesel,Manual,22.27,1498.0,108.6,5.0,4.49
Honda Jazz,Honda,Jazz,9.645,5,49000.0,Dealer,Petrol,Manual,16.6,1199.0,88.51,5.0,4.99
Maruti SwiftDzire,Maruti,SwiftDzire,8.39,3,15000.0,Individual,Petrol,Automatic,21.21,1197.0,81.8,5.0,6.8
Hyundai Verna,Hyundai,Verna,14.95,14,120000.0,Individual,Diesel,Manual,16.8,1493.0,110.0,5.0,1.2
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,8,60500.0,Individual,Diesel,Manual,23.4,1248.0,74.0,5.0,4.5
Maruti Ignis,Maruti,Ignis,7.055,3,15000.0,Individual,Petrol,Manual,20.89,1197.0,81.8,5.0,5.5
Maruti Vitara,Maruti,Vitara,10.815,4,90000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,7.5
Ford Freestyle,Ford,Freestyle,9.61,3,50000.0,Individual,Diesel,Manual,24.4,1498.0,98.63,5.0,7.3
Maruti Eeco,Maruti,Eeco,4.695,6,70000.0,Individual,Petrol,Manual,15.37,1196.0,73.0,5.0,2.5
Mahindra Bolero,Mahindra,Bolero,9.69,7,225000.0,Individual,Diesel,Manual,15.96,2523.0,63.0,9.0,3.8
Volkswagen Polo,Volkswagen,Polo,8.65,8,35000.0,Individual,Petrol,Manual,16.47,1198.0,73.9,5.0,3.35
Toyota Innova,Toyota,Innova,24.86143,10,180000.0,Individual,Diesel,Manual,12.8,2494.0,102.0,7.0,6.6
Hyundai Grand,Hyundai,Grand,7.071195,1,5600.0,Individual,Petrol,Manual,18.9,1197.0,81.86,5.0,5.8
Tata Nexon,Tata,Nexon,12.56,3,50000.0,Individual,Diesel,Automatic,21.5,1497.0,108.5,5.0,10.2
Hyundai i20,Hyundai,i20,10.065,6,23114.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,5.25
Honda City,Honda,City,14.275,14,75075.0,Dealer,Petrol,Manual,17.7,1497.0,78.0,5.0,2.0
Datsun GO,Datsun,GO,6.04,1,15000.0,Individual,Petrol,Manual,19.02,1198.0,67.05,5.0,5.6
Hyundai Grand,Hyundai,Grand,7.071195,7,50000.0,Dealer,Diesel,Manual,24.0,1120.0,70.0,5.0,3.5
Honda Jazz,Honda,Jazz,9.645,9,46967.0,Dealer,Petrol,Manual,16.7,1198.0,88.8,5.0,2.59
Tata Safari,Tata,Safari,18.13,10,40000.0,Individual,Diesel,Manual,13.93,2179.0,138.0,7.0,4.5
Renault Duster,Renault,Duster,14.168889,7,50000.0,Dealer,Diesel,Manual,20.45,1461.0,83.8,5.0,4.95
Hyundai Verna,Hyundai,Verna,12.85,9,40000.0,Individual,Petrol,Manual,17.1,1591.0,121.3,5.0,3.89
Hyundai Grand,Hyundai,Grand,7.19,7,15000.0,Individual,Petrol,Manual,18.9,1197.0,82.0,5.0,5.0
Ford Ecosport,Ford,Ecosport,10.96,4,14636.0,Dealer,Petrol,Manual,15.9,1496.0,120.69,5.0,7.25
Mahindra KUV100,Mahindra,KUV100,7.585,3,20000.0,Individual,Petrol,Manual,18.15,1198.0,82.0,6.0,3.8
Toyota Innova,Toyota,Innova,24.86143,9,250000.0,Individual,Petrol,Manual,12.4,1998.0,132.0,8.0,8.0
Hyundai i10,Hyundai,i10,7.1382666,12,50000.0,Dealer,Petrol,Manual,19.81,1086.0,68.05,5.0,1.91
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,8,70000.0,Dealer,Diesel,Manual,23.4,1248.0,74.0,5.0,3.4
Hyundai i20,Hyundai,i20,10.065,10,38225.0,Dealer,Petrol,Manual,18.5,1197.0,80.0,5.0,2.4
Volkswagen Polo,Volkswagen,Polo,9.283831,4,18000.0,Dealer,Petrol,Automatic,17.21,1197.0,103.5,5.0,8.3
Maruti Vitara,Maruti,Vitara,10.815,3,40000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,7.35
Maruti Eeco,Maruti,Eeco,4.76,3,20000.0,Individual,Petrol,Manual,15.37,1196.0,73.0,5.0,4.0
Honda City,Honda,City,15.89,6,56210.0,Dealer,Diesel,Manual,26.0,1498.0,98.6,5.0,8.75
Datsun GO,Datsun,GO,6.43,6,45000.0,Individual,Petrol,Manual,19.44,1198.0,67.0,7.0,2.75
Maruti Swift,Maruti,Swift,7.7467155,5,65000.0,Dealer,Diesel,Manual,22.9,1248.0,74.0,5.0,3.99
Hyundai i20,Hyundai,i20,10.4,2,25000.0,Individual,Petrol,Manual,18.6,1197.0,81.86,5.0,6.6
Honda City,Honda,City,15.535,14,44621.0,Dealer,Petrol,Manual,13.0,1343.0,90.0,5.0,3.0
Honda Jazz,Honda,Jazz,10.05,3,44503.0,Dealer,Petrol,Manual,18.7,1199.0,88.7,5.0,6.0
Maruti Wagon R,Maruti,Wagon R,6.19,4,60000.0,Individual,CNG,Manual,26.6,998.0,58.16,5.0,3.2
Honda Amaze,Honda,Amaze,8.36,6,59000.0,Dealer,Petrol,Manual,18.0,1198.0,86.7,5.0,3.99
Maruti Ignis,Maruti,Ignis,7.055,3,16000.0,Individual,Petrol,Automatic,20.89,1197.0,81.8,5.0,5.0
Maruti Celerio,Maruti,Celerio,5.675,6,11668.0,Individual,Petrol,Manual,23.1,998.0,67.04,5.0,3.25
Mahindra Thar,Mahindra,Thar,15.45,2,23000.0,Individual,Diesel,Manual,16.55,2498.0,105.0,6.0,10.0
Maruti Baleno,Maruti,Baleno,8.693568,6,29000.0,Dealer,Diesel,Manual,27.39,1248.0,74.0,5.0,5.5
Tata Safari,Tata,Safari,18.13,11,120000.0,Individual,Diesel,Manual,11.57,2179.0,138.1,7.0,2.0
Hyundai Creta,Hyundai,Creta,16.0,3,105692.0,Dealer,Diesel,Manual,19.67,1582.0,126.2,5.0,13.5
Honda Civic,Honda,Civic,21.95,14,60000.0,Individual,Petrol,Manual,13.5,1799.0,130.0,5.0,2.0
Maruti Celerio,Maruti,Celerio,5.69,4,40000.0,Individual,Petrol,Automatic,23.1,998.0,67.04,5.0,4.2
Maruti Vitara,Maruti,Vitara,10.815,4,100000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,7.6
Maruti Ertiga,Maruti,Ertiga,10.11,8,44500.0,Dealer,Petrol,Manual,19.01,1462.0,103.26,7.0,4.7
Maruti Swift,Maruti,Swift,7.7467155,6,62500.0,Individual,Diesel,Manual,25.2,1248.0,74.0,5.0,4.6
Ford Ecosport,Ford,Ecosport,12.04,3,54400.0,Dealer,Diesel,Manual,21.7,1498.0,98.96,5.0,8.7
Toyota Innova,Toyota,Innova,24.86143,11,48000.0,Dealer,Diesel,Manual,12.8,2494.0,102.0,8.0,5.25
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,2,7000.0,Dealer,Diesel,Manual,28.4,1248.0,74.02,5.0,8.9
Mahindra XUV500,Mahindra,XUV500,18.645,6,40000.0,Individual,Diesel,Manual,15.1,2179.0,140.0,7.0,7.0
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,3,100000.0,Individual,Diesel,Manual,28.4,1248.0,74.02,5.0,9.0
Maruti SwiftDzire,Maruti,SwiftDzire,8.25,8,70000.0,Individual,Petrol,Manual,19.1,1197.0,85.8,5.0,3.5
Renault Triber,Renault,Triber,7.415,2,23000.0,Individual,Petrol,Manual,20.0,999.0,72.0,7.0,5.5
Maruti Alto,Maruti,Alto,4.112027,11,72000.0,Individual,CNG,Manual,26.83,796.0,38.4,5.0,1.25
Skoda Rapid,Skoda,Rapid,12.280918,9,80000.0,Individual,Diesel,Manual,20.5,1598.0,103.5,5.0,4.0
Maruti Baleno,Maruti,Baleno,8.693568,2,6500.0,Individual,Petrol,Manual,21.1,998.0,100.5,5.0,7.3
Hyundai i10,Hyundai,i10,7.1382666,7,36976.0,Dealer,Petrol,Manual,19.81,1086.0,68.05,5.0,2.59
Renault KWID,Renault,KWID,4.755,5,10000.0,Individual,Petrol,Manual,25.17,799.0,53.3,5.0,2.2
Hyundai Grand,Hyundai,Grand,7.19,7,50000.0,Individual,Petrol,Manual,18.9,1197.0,82.0,5.0,4.0
Honda City,Honda,City,15.21,7,85000.0,Individual,Diesel,Manual,26.0,1498.0,98.6,5.0,5.2
Renault KWID,Renault,KWID,5.23,5,27000.0,Dealer,Petrol,Manual,25.17,799.0,53.3,5.0,3.5
Tata Tiago,Tata,Tiago,6.773722,3,27120.0,Dealer,Petrol,Manual,23.84,1199.0,84.0,5.0,4.6
Maruti Swift,Maruti,Swift,7.7467155,3,37000.0,Dealer,Diesel,Automatic,28.4,1248.0,74.0,5.0,7.75
Mahindra XUV500,Mahindra,XUV500,20.016186,4,25000.0,Dealer,Diesel,Manual,16.0,2179.0,140.0,7.0,11.5
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,3,50000.0,Individual,Diesel,Manual,28.4,1248.0,74.02,5.0,6.0
Honda City,Honda,City,15.745,5,122000.0,Individual,Diesel,Manual,26.0,1498.0,98.6,5.0,8.0
Mahindra Bolero,Mahindra,Bolero,9.775915,3,32525.0,Dealer,Diesel,Manual,16.5,1493.0,70.0,7.0,7.65
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,3,20000.0,Individual,Diesel,Manual,28.4,1248.0,74.02,5.0,7.1
Ford Figo,Ford,Figo,9.0,9,62230.0,Dealer,Diesel,Manual,20.0,1399.0,68.05,5.0,3.25
Maruti Alto,Maruti,Alto,4.112027,12,68000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,1.3
Maruti Alto,Maruti,Alto,4.112027,13,35000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,1.4
Honda City,Honda,City,14.275,8,38000.0,Dealer,Petrol,Manual,16.8,1497.0,116.3,5.0,4.5
Hyundai i10,Hyundai,i10,7.1382666,9,45160.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,2.5
Honda City,Honda,City,15.21,7,35000.0,Dealer,Diesel,Manual,26.0,1498.0,98.6,5.0,5.11
Hyundai i10,Hyundai,i10,7.1382666,8,61500.0,Dealer,Petrol,Automatic,16.95,1197.0,78.9,5.0,3.7
Mahindra Bolero,Mahindra,Bolero,9.775915,3,45000.0,Individual,Diesel,Manual,16.5,1493.0,70.0,7.0,6.2
Maruti Swift,Maruti,Swift,7.7467155,6,50000.0,Individual,Diesel,Manual,25.2,1248.0,74.0,5.0,5.5
Honda Amaze,Honda,Amaze,9.775,2,47001.0,Dealer,Diesel,Manual,25.8,1498.0,98.6,5.0,5.49
Ford Figo,Ford,Figo,9.18,11,80000.0,Individual,Diesel,Manual,20.0,1399.0,68.0,5.0,2.1
Ford Figo,Ford,Figo,9.0,7,88000.0,Individual,Diesel,Manual,20.0,1399.0,68.05,5.0,2.4
Datsun RediGO,Datsun,RediGO,4.51,3,14001.0,Dealer,Petrol,Automatic,23.0,999.0,67.0,5.0,3.49
Hyundai Grand,Hyundai,Grand,7.19,6,69000.0,Dealer,Petrol,Automatic,18.9,1197.0,82.0,5.0,4.75
Hyundai Santro,Hyundai,Santro,6.39939,13,70000.0,Dealer,Petrol,Manual,17.92,1086.0,62.1,5.0,1.5
Toyota Innova,Toyota,Innova,23.73,2,50000.0,Individual,Diesel,Manual,13.68,2393.0,147.8,8.0,15.26
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,4,70000.0,Individual,Diesel,Manual,28.4,1248.0,74.02,5.0,6.48
Honda City,Honda,City,14.77,5,80000.0,Individual,Petrol,Manual,17.8,1497.0,117.3,5.0,7.85
Maruti Swift,Maruti,Swift,7.515,6,25000.0,Individual,Petrol,Manual,20.4,1197.0,81.8,5.0,4.6
Renault KWID,Renault,KWID,5.005,3,25000.0,Dealer,Petrol,Automatic,24.04,999.0,67.0,5.0,3.7
Ford Ecosport,Ford,Ecosport,11.53,6,142000.0,Dealer,Diesel,Manual,21.7,1498.0,98.96,5.0,5.25
Volkswagen Vento,Volkswagen,Vento,13.294659,2,10000.0,Dealer,Petrol,Automatic,18.19,1197.0,103.2,5.0,11.5
Maruti Eeco,Maruti,Eeco,4.755,2,15000.0,Individual,Petrol,Manual,15.37,1196.0,73.0,5.0,3.22
Skoda Rapid,Skoda,Rapid,11.66,7,20000.0,Individual,Petrol,Manual,15.0,1598.0,103.6,5.0,4.5
Maruti SwiftDzire,Maruti,SwiftDzire,8.39,5,40000.0,Individual,Petrol,Manual,20.85,1197.0,83.14,5.0,5.0
Hyundai i20,Hyundai,i20,10.35,3,25000.0,Individual,Petrol,Manual,18.6,1197.0,81.86,5.0,5.35
Honda City,Honda,City,14.275,10,17000.0,Individual,Petrol,Automatic,16.8,1497.0,118.0,5.0,4.0
Hyundai i20,Hyundai,i20,10.065,3,1493.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,6.99
Hyundai i10,Hyundai,i10,7.1382666,5,48000.0,Dealer,Petrol,Manual,19.81,1086.0,68.05,5.0,3.99
Hyundai i20,Hyundai,i20,10.810042,4,30000.0,Dealer,Petrol,Manual,17.0,1197.0,80.0,5.0,5.35
Maruti Alto,Maruti,Alto,3.975,6,48000.0,Dealer,Petrol,Manual,22.74,796.0,47.3,5.0,2.15
Mahindra Thar,Mahindra,Thar,15.795,6,58376.0,Dealer,Diesel,Manual,16.55,2498.0,105.0,7.0,7.0
Honda City,Honda,City,14.275,2,21000.0,Dealer,Petrol,Manual,17.8,1497.0,117.3,5.0,10.25
Mahindra Bolero,Mahindra,Bolero,9.595,9,68000.0,Dealer,Diesel,Manual,13.6,2523.0,63.0,7.0,4.45
Kia Seltos,Kia,Seltos,15.545,2,5000.0,Individual,Petrol,Manual,16.1,1353.0,138.0,5.0,15.6
Hyundai Elantra,Hyundai,Elantra,21.17,3,13000.0,Individual,Petrol,Automatic,14.62,1999.0,149.92,5.0,15.75
