car_name,brand,model,avg_cost_price,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,avg_cost_price_log,vehicle_age_log,km_driven_log,mileage_log,engine_log,max_power_log,seats_log,selling_price_log
Renault KWID,Renault,KWID,5.23,5,28842.0,Dealer,Petrol,Manual,25.17,799.0,53.3,5,3.5,1.8293763358609165,1.791759469228055,10.269622608180354,3.264613719457375,6.684611727667927,3.994524212889439,1.791759469228055,1.5040773967762742
Maruti Wagon R,Maruti,Wagon R,6.185,3,60000.0,Individual,CNG,Manual,26.6,998.0,58.16,5,3.55,1.9719955115671108,1.3862943611198906,11.002116507732017,3.3178157865444713,6.906754778648554,4.080245635263358,1.791759469228055,1.5151272224829215
Honda City,Honda,City,14.275,5,60060.0,Dealer,Petrol,Manual,17.8,1497.0,117.3,5,6.75,2.7262174800841907,1.791759469228055,11.003115991415362,2.933856829254017,7.311886164077165,4.77322379678111,1.791759469228055,2.0476928433652555
Maruti Wagon R,Maruti,Wagon R,6.185586,11,80000.0,Individual,LPG,Manual,26.2,998.0,58.2,5,2.2,1.972077071619162,2.4849066497880004,11.289794413577894,3.3032170013511957,6.906754778648554,4.080921554777451,1.791759469228055,1.1631508247068418
Honda City,Honda,City,14.275,4,14000.0,Dealer,Petrol,Manual,17.4,1497.0,117.6,5,8.75,2.7262174800841907,1.6094379124341003,9.546884034617925,2.9123506438828892,7.311886164077165,4.775756473697867,1.791759469228055,2.277267285009756
Hyundai Grand,Hyundai,Grand,7.071195,3,23000.0,Individual,Diesel,Manual,24.0,1186.0,73.97,5,5.4,2.0883015661842848,1.3862943611198906,10.043292972227004,3.2188758248682006,7.079184394609668,4.317088049797525,1.791759469228055,1.8562980052667872
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,5,84000.0,Individual,Diesel,Manual,26.59,1248.0,74.0,5,5.0,2.2331784796930116,1.791759469228055,11.338583982516495,3.3174533937597452,7.130098510125578,4.31748811353631,1.791759469228055,1.791759469228055
Hyundai Santro,Hyundai,Santro,6.39939,13,38500.0,Dealer,Petrol,Manual,17.92,1086.0,62.1,5,1.29,2.001397594198908,2.6390573296152584,10.55843949396453,2.9402195676561815,6.99117688712121,4.144720745365251,1.791759469228055,0.8285518009080814
Hyundai Grand,Hyundai,Grand,7.19,6,35000.0,Dealer,Petrol,Automatic,18.9,1197.0,82.0,5,5.15,2.102913904851603,1.9459101490553132,10.463131911491967,2.9907197125611136,7.088408778675395,4.418840607796598,1.791759469228055,1.8164520973253258
Hyundai i10,Hyundai,i10,7.1382666,13,55000.0,Individual,Petrol,Manual,19.81,1086.0,68.05,5,1.0,2.0965772044394058,2.6390573296152584,10.915106645867503,3.035433614742034,6.99117688712121,4.234830924051648,1.791759469228055,0.6931471805599453
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,4,35000.0,Individual,Diesel,Manual,28.4,1248.0,74.02,5,6.15,2.2331784796930116,1.6094379124341003,10.463131911491967,3.380994661369475,7.130098510125578,4.317754699906558,1.791759469228055,1.9671123700440185
Ford Figo,Ford,Figo,9.0,9,50000.0,Individual,Diesel,Manual,20.0,1399.0,68.0,5,2.4,2.302585092994046,2.302585092994046,10.819798284210286,3.044522437723423,7.24422751560335,4.23410650459726,1.791759469228055,1.22377545967136
Honda Amaze,Honda,Amaze,9.775,7,45000.0,Dealer,Diesel,Manual,25.8,1498.0,98.6,5,3.72,2.377228600586588,2.0794415416798357,10.714439990727769,3.2884018590489204,7.312553498102598,4.6011621492704835,1.791759469228055,1.5518088056589532
Maruti Alto,Maruti,Alto,4.112027,11,20000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5,1.5,1.6315960316686866,2.4849066497880004,9.90353755128617,3.0301337371283013,6.680854678790215,3.856510279368089,1.791759469228055,0.9162907318741551
Hyundai Verna,Hyundai,Verna,14.95,9,85000.0,Dealer,Diesel,Manual,22.32,1582.0,126.32,5,4.5,2.7694588172725547,2.302585092994046,11.350418300109132,3.1493113483958517,7.367077059881012,4.846703600016973,1.791759469228055,1.7047480922384253
Maruti Ertiga,Maruti,Ertiga,10.457891,8,90000.0,Individual,Petrol,Manual,16.02,1373.0,93.7,7,5.0,2.4386787034536006,2.1972245773362196,11.407576060361786,2.8343891500408605,7.2254814727822945,4.550713967966501,2.0794415416798357,1.791759469228055
Hyundai i20,Hyundai,i20,10.075,2,30000.0,Individual,Petrol,Manual,18.6,1197.0,81.86,5,6.8,2.4046902987090895,1.0986122886681098,10.308985993422082,2.9755295856992126,7.088408778675395,4.417152444015314,1.791759469228055,2.0541237581487333
Hyundai Grand,Hyundai,Grand,7.071195,1,4350.0,Individual,Petrol,Manual,20.7,1197.0,81.86,5,7.25,2.0883015661842848,0.6931471805599453,8.37816098272068,3.0773122957049135,7.088408778675395,4.417152444015314,1.791759469228055,2.1102132003465894
Hyundai Verna,Hyundai,Verna,12.85,6,27500.0,Dealer,Petrol,Manual,17.7,1497.0,113.42,5,4.9,2.6282852601762876,1.9459101490553132,10.221977646629885,2.928523564659441,7.311886164077165,4.739875872837458,1.791759469228055,1.774952367075645
Maruti Alto,Maruti,Alto,4.112027,9,70000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5,1.7,1.6315960316686866,2.302585092994046,11.156264806643742,3.0301337371283013,6.680854678790215,3.856510279368089,1.791759469228055,0.9932517906709187
Maruti Swift,Maruti,Swift,7.7467155,4,50000.0,Individual,Diesel,Manual,28.4,1248.0,74.0,5,5.55,2.1686782636910547,1.6094379124341003,10.819798284210286,3.380994661369475,7.130098510125578,4.31748811353631,1.791759469228055,1.8794650787669867
Toyota Innova,Toyota,Innova,23.73,4,82000.0,Individual,Diesel,Manual,13.68,2393.0,147.8,7,15.8,3.208017063022865,1.6094379124341003,11.314486721293981,2.6864860439749103,7.780720886117918,5.002603142908116,2.0794415416798357,2.8213788977624787
Ford Ecosport,Ford,Ecosport,11.53,3,57000.0,Individual,Diesel,Manual,23.0,1498.0,98.96,5,9.5,2.528125747596819,1.3862943611198906,10.950824090522445,3.1780538303479458,7.312553498102598,4.6047700968078145,1.791759469228055,2.3513752571634776
Mahindra Bolero,Mahindra,Bolero,9.595,3,40000.0,Individual,Diesel,Manual,15.96,2523.0,62.1,7,5.8,2.3603822169235475,1.3862943611198906,10.596659732783579,2.830857632612989,7.8336002236611035,4.144720745365251,2.0794415416798357,1.9169226402313053
Hyundai i20,Hyundai,i20,10.065,11,20000.0,Individual,Petrol,Manual,18.5,1197.0,80.0,5,3.5,2.4037869355801296,2.4849066497880004,9.90353755128617,2.970414465569701,7.088408778675395,4.394449154672439,1.791759469228055,1.5040773967762742
Maruti Alto,Maruti,Alto,4.112027,12,110000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5,1.1,1.6315960316686866,2.5649493574615367,11.608244735642321,3.0301337371283013,6.680854678790215,3.856510279368089,1.791759469228055,0.7419373560826429
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,10,65000.0,Dealer,Diesel,Manual,19.3,1248.0,73.9,5,3.2,2.2331784796930116,2.3978952727983707,11.082157933374816,3.0106208484645167,7.130098510125578,4.316153910895388,1.791759469228055,1.4350845366425882
Hyundai i20,Hyundai,i20,10.35,11,25000.0,Individual,Petrol,Manual,18.5,1197.0,80.0,5,3.7,2.4292177775370787,2.4849066497880004,10.12667110305036,2.970414465569701,7.088408778675395,4.394449154672439,1.791759469228055,1.5475625188614843
Toyota Innova,Toyota,Innova,24.86143,6,82000.0,Dealer,Diesel,Manual,12.99,2494.0,100.6,8,9.46,3.252752639197715,1.9459101490553132,11.314486721293981,2.638342772317001,7.822044008185619,4.621043520125888,2.1972245773362196,2.347558462283715
Mahindra Scorpio,Mahindra,Scorpio,17.075,10,205000.0,Individual,Diesel,Automatic,11.79,2179.0,120.0,8,4.6,2.894529810254479,2.3978952727983707,12.230770136157428,2.548663612608189,7.687080155783135,4.795790545596741,2.1972245773362196,1.722766580711205
Mahindra Scorpio,Mahindra,Scorpio,17.01,8,110000.0,Individual,Diesel,Automatic,11.79,2179.0,120.0,8,5.5,2.890927171896462,2.1972245773362196,11.608244735642321,2.548663612608189,7.687080155783135,4.795790545596741,2.1972245773362196,1.8718021769015913
Hyundai Grand,Hyundai,Grand,7.03,2,25000.0,Individual,Petrol,Manual,18.9,1197.0,81.86,5,5.5,2.0831845540867335,1.0986122886681098,10.12667110305036,2.9907197125611136,7.088408778675395,4.417152444015314,1.791759469228055,1.8718021769015913
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,10,35955.0,Dealer,Petrol,Manual,17.5,1298.0,85.8,5,3.5,2.2331784796930116,2.3978952727983707,10.49005124769329,2.917770732084279,7.1693500166706,4.463606656824804,1.791759469228055,1.5040773967762742
Datsun GO,Datsun,GO,6.37,3,50000.0,Individual,Petrol,Manual,20.62,1198.0,67.0,7,4.4,1.997417690673305,1.3862943611198906,10.819798284210286,3.0736188510285176,7.089243155027514,4.219507705176107,2.0794415416798357,1.686398971230864
Honda Amaze,Honda,Amaze,9.775,7,50000.0,Individual,Diesel,Manual,25.8,1498.0,98.6,5,3.41,2.377228600586588,2.0794415416798357,10.819798284210286,3.2884018590489204,7.312553498102598,4.6011621492704835,1.791759469228055,1.4838747089214956
Volkswagen Polo,Volkswagen,Polo,9.283831,8,32000.0,Individual,Diesel,Manual,22.07,1199.0,73.9,5,3.0,2.330572821230334,2.1972245773362196,10.373522431293592,3.13853305895741,7.090076835776092,4.316153910895388,1.791759469228055,1.3862943611198906
Maruti Alto,Maruti,Alto,3.975,4,60000.0,Individual,Petrol,Manual,24.7,796.0,47.3,5,2.5,1.604425351441223,1.6094379124341003,11.002116507732017,3.2464910215875338,6.680854678790215,3.877431544862679,1.791759469228055,1.252762968495368
Hyundai Grand,Hyundai,Grand,7.071195,5,58000.0,Dealer,Diesel,Manual,24.0,1186.0,73.97,5,3.6,2.0883015661842848,1.791759469228055,10.968215530759236,3.2188758248682006,7.079184394609668,4.317088049797525,1.791759469228055,1.5260562827629987
Maruti Alto,Maruti,Alto,3.975,3,20000.0,Individual,Petrol,Manual,24.7,796.0,47.3,5,3.1,1.604425351441223,1.3862943611198906,9.90353755128617,3.2464910215875338,6.680854678790215,3.877431544862679,1.791759469228055,1.4109869504499126
Maruti Wagon R,Maruti,Wagon R,6.185586,8,70000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5,2.5,1.972077071619162,2.1972245773362196,11.156264806643742,3.0685179539203564,6.906754778648554,4.2200957809833834,1.791759469228055,1.252762968495368
Skoda Rapid,Skoda,Rapid,12.280918,9,25000.0,Dealer,Diesel,Manual,20.5,1598.0,103.5,5,2.25,2.5863282773014427,2.302585092994046,10.12667110305036,3.068052935133617,7.377133712833954,4.6491870714048655,1.791759469228055,1.1786549963416462
Maruti Ertiga,Maruti,Ertiga,10.457891,4,79000.0,Dealer,Diesel,Manual,20.77,1248.0,88.8,7,8.5,2.4386787034536006,1.6094379124341003,11.277215789596893,3.080532896273726,7.130098510125578,4.497585009292093,2.0794415416798357,2.2512917986064953
Hyundai i20,Hyundai,i20,10.83,2,15000.0,Individual,Diesel,Manual,22.54,1396.0,88.76,5,7.0,2.470638671541103,1.0986122886681098,9.61587214452889,3.1587011407245402,7.242082359256962,4.497139465573745,1.791759469228055,2.0794415416798357
Honda WR-V,Honda,WR-V,10.31,4,25000.0,Individual,Petrol,Manual,17.5,1199.0,88.7,5,6.5,2.4256873272294164,1.6094379124341003,10.12667110305036,2.917770732084279,7.090076835776092,4.496470735042924,1.791759469228055,2.0149030205422647
Maruti Baleno,Maruti,Baleno,8.475,4,120000.0,Individual,Petrol,Manual,21.1,998.0,100.0,5,5.0,2.248656791229146,1.6094379124341003,11.695255355062795,3.0955776257847805,6.906754778648554,4.61512051684126,1.791759469228055,1.791759469228055
Mahindra Scorpio,Mahindra,Scorpio,16.975,2,30000.0,Individual,Diesel,Manual,15.4,2523.0,75.0,7,8.5,2.888981924829348,1.0986122886681098,10.308985993422082,2.797281311569803,7.8336002236611035,4.330733340286331,2.0794415416798357,2.2512917986064953
Hyundai Creta,Hyundai,Creta,15.46,5,37859.0,Dealer,Diesel,Manual,21.38,1396.0,88.7,5,7.09,2.8009331975664797,1.791759469228055,10.541650424763313,3.1081676653845203,7.242082359256962,4.496470735042924,1.791759469228055,2.090628749931697
Hyundai i10,Hyundai,i10,7.1382666,8,50000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5,2.85,2.0965772044394058,2.1972245773362196,10.819798284210286,3.0615200426665052,7.088408778675395,4.380775871869587,1.791759469228055,1.3480731235289312
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,4,70000.0,Individual,Diesel,Manual,28.4,1248.0,74.02,5,6.0,2.2331784796930116,1.6094379124341003,11.156264806643742,3.380994661369475,7.130098510125578,4.317754699906558,1.791759469228055,1.9459101490553132
Ford Freestyle,Ford,Freestyle,7.465,3,7000.0,Individual,Petrol,Manual,19.0,1194.0,94.68,5,7.5,2.1359400336108387,1.3862943611198906,8.853808274977197,2.995732273553991,7.085901464365611,4.561009293391868,1.791759469228055,2.1400661634962708
Maruti Ciaz,Maruti,Ciaz,11.595719,3,36000.0,Dealer,Diesel,Manual,28.09,1248.0,88.5,5,9.75,2.5333570211124274,1.3862943611198906,10.491301994830229,3.370394477752483,7.130098510125578,4.4942386252808095,1.791759469228055,2.3749057545736716
Maruti Wagon R,Maruti,Wagon R,6.185586,9,43000.0,Dealer,Petrol,Manual,21.79,998.0,67.05,5,2.45,1.972077071619162,2.302585092994046,10.668978650219241,3.12632188342992,6.906754778648554,4.220242773943291,1.791759469228055,1.238374244864635
Mahindra Bolero,Mahindra,Bolero,9.57,11,211000.0,Individual,Diesel,Manual,13.6,2523.0,63.0,7,2.75,2.358019771010265,2.4849066497880004,12.259618151783465,2.6810215548423537,7.8336002236611035,4.1588830833596715,2.0794415416798357,1.3217558399823195
Hyundai i20,Hyundai,i20,10.35,7,70000.0,Individual,Petrol,Automatic,15.0,1396.0,98.6,5,3.75,2.4292177775370787,2.0794415416798357,11.156264806643742,2.772588722239781,7.242082359256962,4.6011621492704835,1.791759469228055,1.55814461804655
Toyota Innova,Toyota,Innova,24.86143,12,150000.0,Dealer,Diesel,Manual,12.8,2494.0,102.0,8,5.05,3.252752639197715,2.5649493574615367,11.918397239722838,2.624668605984526,7.822044008185619,4.634728988229636,2.1972245773362196,1.8000583035691733
Tata Tiago,Tata,Tiago,6.38,4,31000.0,Individual,Petrol,Manual,23.84,1199.0,84.0,5,3.5,1.9987736541192804,1.6094379124341003,10.34177474101152,3.2124552632081076,7.090076835776092,4.442651256490317,1.791759469228055,1.5040773967762742
Ford Ecosport,Ford,Ecosport,11.718629,6,31700.0,Dealer,Diesel,Manual,22.7,1498.0,89.84,5,6.4,2.5430677599134444,1.9459101490553132,10.36410350510914,3.165475080332623,7.312553498102598,4.509099676923515,1.791759469228055,2.001480013097615
Maruti Alto,Maruti,Alto,4.112027,10,25000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5,1.6,1.6315960316686866,2.3978952727983707,10.12667110305036,3.0301337371283013,6.680854678790215,3.856510279368089,1.791759469228055,0.9555114541973817
Hyundai i20,Hyundai,i20,10.535,8,57692.0,Individual,Diesel,Manual,21.27,1396.0,88.76,5,4.5,2.4453858783974645,2.1972245773362196,10.962891127978956,3.1032405018244478,7.242082359256962,4.497139465573745,1.791759469228055,1.7047480922384253
Honda City,Honda,City,15.195,4,80000.0,Individual,Diesel,Manual,25.6,1498.0,97.9,5,9.61,2.7847025337794653,1.6094379124341003,11.289794413577894,3.2809112301286203,7.312553498102598,4.594109254057169,1.791759469228055,2.361796920267479
Datsun redi-GO,Datsun,redi-GO,4.335,3,2300.0,Dealer,Petrol,Manual,20.71,799.0,53.64,5,3.25,1.6742888919040395,1.3862943611198906,7.741099090035366,3.077772941719433,6.684611727667927,4.000766204092118,1.791759469228055,1.4469189829363254
Maruti Ertiga,Maruti,Ertiga,10.457891,2,20000.0,Individual,Diesel,Manual,25.47,1248.0,88.5,7,10.0,2.4386787034536006,1.0986122886681098,9.90353755128617,3.2760119902984917,7.130098510125578,4.4942386252808095,2.0794415416798357,2.3978952727983707
Hyundai Grand,Hyundai,Grand,7.19,7,75570.0,Dealer,Petrol,Automatic,18.9,1197.0,82.0,5,4.3,2.102913904851603,2.0794415416798357,11.232827890691539,2.9907197125611136,7.088408778675395,4.418840607796598,1.791759469228055,1.6677068565457855
Ford Freestyle,Ford,Freestyle,9.755,3,20000.0,Individual,Diesel,Manual,24.4,1498.0,98.63,5,7.2,2.375370773360411,1.3862943611198906,9.90353755128617,3.2347491590059976,7.312553498102598,4.6014632964889435,1.791759469228055,2.104134131009858
Maruti Swift,Maruti,Swift,7.7467155,6,123000.0,Dealer,Diesel,Manual,25.2,1248.0,74.0,5,5.95,2.1686782636910547,1.9459101490553132,11.719947764402807,3.2657594398868772,7.130098510125578,4.31748811353631,1.791759469228055,1.9387416321328352
Maruti Alto,Maruti,Alto,3.92,4,14870.0,Individual,Petrol,Manual,24.7,796.0,47.3,5,2.98,1.593308546011116,1.6094379124341003,9.607168286688683,3.2464910215875338,6.680854678790215,3.877431544862679,1.791759469228055,1.3812818240886795
Maruti Ciaz,Maruti,Ciaz,11.595719,3,24099.0,Dealer,Diesel,Manual,28.09,1248.0,88.5,5,8.0,2.5333570211124274,1.3862943611198906,10.089967119478747,3.370394477752483,7.130098510125578,4.4942386252808095,1.791759469228055,2.1972245773362196
Hyundai Grand,Hyundai,Grand,6.93,7,44500.0,Dealer,Petrol,Manual,18.9,1197.0,81.86,5,3.75,2.070653013999672,2.0794415416798357,10.703266939811954,2.9907197125611136,7.088408778675395,4.417152444015314,1.791759469228055,1.55814461804655
Hyundai Creta,Hyundai,Creta,15.45,5,70000.0,Individual,Diesel,Manual,21.38,1396.0,88.7,5,9.0,2.8003254656165564,1.791759469228055,11.156264806643742,3.1081676653845203,7.242082359256962,4.496470735042924,1.791759469228055,2.302585092994046
Hyundai i10,Hyundai,i10,7.1382666,10,105000.0,Individual,Petrol,Manual,20.36,1197.0,78.9,5,1.65,2.0965772044394058,2.3978952727983707,11.561725152903833,3.0615200426665052,7.088408778675395,4.380775871869587,1.791759469228055,0.9745596310012032
Honda WR-V,Honda,WR-V,12.005,3,52000.0,Dealer,Diesel,Manual,25.5,1498.0,98.6,5,8.5,2.565333907700378,1.3862943611198906,10.859018228147887,3.2771447329921766,7.312553498102598,4.6011621492704835,1.791759469228055,2.2512917986064953
Honda Amaze,Honda,Amaze,9.33984,3,15000.0,Individual,Petrol,Automatic,18.1,1199.0,88.7,5,5.5,2.336004388815661,1.3862943611198906,9.61587214452889,2.949688355024821,7.090076835776092,4.496470735042924,1.791759469228055,1.8718021769015913
Renault KWID,Renault,KWID,4.755,4,30000.0,Individual,Petrol,Automatic,24.04,999.0,67.0,5,3.2,1.7500690620593224,1.6094379124341003,10.308985993422082,3.2204745827944907,6.907755278982137,4.219507705176107,1.791759469228055,1.4350845366425882
Honda Amaze,Honda,Amaze,9.775,5,40000.0,Individual,Diesel,Manual,25.8,1498.0,98.6,5,4.0,2.377228600586588,1.791759469228055,10.596659732783579,3.2884018590489204,7.312553498102598,4.6011621492704835,1.791759469228055,1.6094379124341003
Maruti Vitara,Maruti,Vitara,10.815,3,50000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5,8.6,2.4693698751232804,1.3862943611198906,10.819798284210286,3.2308043655777645,7.130098510125578,4.4942386252808095,1.791759469228055,2.2617631382102195
Maruti Wagon R,Maruti,Wagon R,6.185586,14,80000.0,Individual,LPG,Manual,17.3,1061.0,57.5,5,1.25,1.972077071619162,2.70805020110221,11.289794413577894,2.906901018156694,6.967909201801884,4.069026754237811,1.791759469228055,0.8109302162163288
Maruti Wagon R,Maruti,Wagon R,6.03,7,54099.0,Dealer,Petrol,Manual,18.9,998.0,67.1,5,2.8,1.9501867356672886,2.0794415416798357,10.898589464834572,2.9907197125611136,6.906754778648554,4.2209771907490214,1.791759469228055,1.3350010541839938
Maruti Alto,Maruti,Alto,4.112027,9,19455.0,Dealer,Petrol,Manual,19.7,796.0,46.3,5,1.85,1.6315960316686866,2.302585092994046,9.875910784765894,3.0301337371283013,6.680854678790215,3.856510279368089,1.791759469228055,1.0473190026461232
Hyundai Verna,Hyundai,Verna,14.95,8,104500.0,Individual,Diesel,Manual,22.32,1582.0,126.3,5,5.4,2.7694588172725547,2.1972245773362196,11.556951919719207,3.1493113483958517,7.367077059881012,4.846546529536321,1.791759469228055,1.8562980052667872
Hyundai Verna,Hyundai,Verna,14.583057,4,11800.0,Individual,Petrol,Manual,17.43,1396.0,105.5,5,7.0,2.7461842601866837,1.6094379124341003,9.375939552625749,2.913979788240374,7.242082359256962,4.66814498514948,1.791759469228055,2.0794415416798357
Mahindra Bolero,Mahindra,Bolero,9.595,7,67000.0,Dealer,Diesel,Manual,21.0,1498.0,74.96,7,4.7,2.3603822169235475,2.0794415416798357,11.112462823634855,3.091042453358316,7.312553498102598,4.3302068738913295,2.0794415416798357,1.7404661413782472
Honda City,Honda,City,14.275,10,40142.0,Dealer,Petrol,Manual,17.0,1497.0,118.0,5,3.1,2.7262174800841907,2.3978952727983707,10.600203357973099,2.8903717578961645,7.311886164077165,4.77912349311153,1.791759469228055,1.4109869504499126
Hyundai i20,Hyundai,i20,10.9,5,70800.0,Dealer,Diesel,Manual,22.54,1396.0,88.73,5,6.5,2.476538368061204,1.791759469228055,11.167628403875849,3.1587011407245402,7.242082359256962,4.496805198721463,1.791759469228055,2.0149030205422647
Honda Jazz,Honda,Jazz,10.077314,6,64300.0,Dealer,Petrol,Manual,18.7,1199.0,88.7,5,5.6,2.4048992671766634,1.9459101490553132,11.071330462204312,2.9806186744718333,7.090076835776092,4.496470735042924,1.791759469228055,1.8870696345827689
Maruti Wagon R,Maruti,Wagon R,5.89,4,5388.0,Individual,Petrol,Manual,20.51,998.0,67.04,5,4.09,1.9300710656475693,1.6094379124341003,8.592115117933497,3.0685179539203564,6.906754778648554,4.2200957809833834,1.791759469228055,1.6272778605404055
Ford Figo,Ford,Figo,9.175,9,60000.0,Individual,Diesel,Manual,20.0,1399.0,68.0,5,2.65,2.3199337500740995,2.302585092994046,11.002116507732017,3.044522437723423,7.24422751560335,4.23410650459726,1.791759469228055,1.2947271937224634
Maruti Swift,Maruti,Swift,7.7467155,9,110000.0,Individual,Diesel,Manual,22.9,1248.0,74.0,5,3.0,2.1686782636910547,2.302585092994046,11.608244735642321,3.173878442976388,7.130098510125578,4.31748811353631,1.791759469228055,1.3862943611198906
Ford Figo,Ford,Figo,9.0,8,95000.0,Individual,Diesel,Manual,20.0,1399.0,68.1,5,2.2,2.302585092994046,2.1972245773362196,11.461642696843066,3.044522437723423,7.24422751560335,4.23555470869144,1.791759469228055,1.1631508247068418
Ford Ecosport,Ford,Ecosport,11.53,5,150000.0,Individual,Diesel,Manual,22.77,1498.0,98.59,5,6.25,2.528125747596819,1.791759469228055,11.918397239722838,3.168424300630145,7.312553498102598,4.601061721171689,1.791759469228055,1.9810014688665833
Renault Duster,Renault,Duster,14.168889,7,42514.0,Dealer,Diesel,Manual,19.72,1461.0,108.45,5,5.25,2.719246557040977,2.0794415416798357,10.657612233819894,3.0310993842520197,7.2875606403097235,4.695467796086206,1.791759469228055,1.8325814637483102
Mahindra KUV,Mahindra,KUV,7.835,4,5000.0,Individual,Petrol,Manual,18.15,1198.0,82.0,6,3.56,2.1787211100893704,1.6094379124341003,8.517393171418904,2.952302695706565,7.089243155027514,4.418840607796598,1.9459101490553132,1.5173226109779483
Hyundai Grand,Hyundai,Grand,7.25,2,5000.0,Individual,Petrol,Automatic,20.7,1197.0,81.86,5,6.5,2.1102132003465894,1.0986122886681098,8.517393171418904,3.0773122957049135,7.088408778675395,4.417152444015314,1.791759469228055,2.0149030205422647
Volkswagen Vento,Volkswagen,Vento,13.57,4,57700.0,Dealer,Petrol,Manual,15.04,1598.0,103.2,5,7.5,2.678964599261624,1.6094379124341003,10.96302978336854,2.775085600060128,7.377133712833954,4.646312100031763,1.791759469228055,2.1400661634962708
Renault KWID,Renault,KWID,5.0675864,3,23000.0,Dealer,Petrol,Manual,23.01,999.0,67.0,5,3.1,1.8029609019397708,1.3862943611198906,10.043292972227004,3.178470419765933,6.907755278982137,4.219507705176107,1.791759469228055,1.4109869504499126
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,6,80000.0,Individual,Diesel,Manual,26.59,1248.0,74.0,5,5.0,2.2331784796930116,1.9459101490553132,11.289794413577894,3.3174533937597452,7.130098510125578,4.31748811353631,1.791759469228055,1.791759469228055
Datsun RediGO,Datsun,RediGO,4.535,4,30000.0,Individual,Petrol,Manual,22.7,799.0,53.64,5,2.75,1.7110915385927785,1.6094379124341003,10.308985993422082,3.165475080332623,6.684611727667927,4.000766204092118,1.791759469228055,1.3217558399823195
Volkswagen Vento,Volkswagen,Vento,12.945,10,160000.0,Individual,Petrol,Manual,15.8,1598.0,105.0,5,2.25,2.635120999195208,2.3978952727983707,11.982935344196433,2.8213788977624787,7.377133712833954,4.663439094112067,1.791759469228055,1.1786549963416462
Hyundai Verna,Hyundai,Verna,15.8,9,54000.0,Individual,Diesel,Manual,22.32,1582.0,126.32,5,4.7,2.8213788977624787,2.302585092994046,10.896757843893464,3.1493113483958517,7.367077059881012,4.846703600016973,1.791759469228055,1.7404661413782472
Honda Amaze,Honda,Amaze,8.36,4,35000.0,Individual,Petrol,Manual,17.8,1198.0,86.7,5,5.25,2.236445253809719,1.6094379124341003,10.463131911491967,2.933856829254017,7.089243155027514,4.473921864580443,1.791759469228055,1.8325814637483102
Maruti Swift,Maruti,Swift,7.515,2,23000.0,Individual,Petrol,Manual,21.21,1197.0,81.8,5,6.0,2.141829298434745,1.0986122886681098,10.043292972227004,3.100542596684933,7.088408778675395,4.416428098248192,1.791759469228055,1.9459101490553132
Maruti Wagon R,Maruti,Wagon R,6.03,4,10000.0,Dealer,Petrol,Manual,18.9,998.0,67.1,5,3.99,1.9501867356672886,1.6094379124341003,9.210440366976517,2.9907197125611136,6.906754778648554,4.2209771907490214,1.791759469228055,1.6074359116745982
Maruti Alto,Maruti,Alto,4.112027,11,80000.0,Dealer,CNG,Manual,26.83,796.0,38.4,5,1.5,1.6315960316686866,2.4849066497880004,11.289794413577894,3.3261145727963712,6.680854678790215,3.673765855031778,1.791759469228055,0.9162907318741551
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,5,20000.0,Individual,Diesel,Manual,26.59,1248.0,74.0,5,6.2,2.2331784796930116,1.791759469228055,9.90353755128617,3.3174533937597452,7.130098510125578,4.31748811353631,1.791759469228055,1.974080999531056
Maruti Wagon R,Maruti,Wagon R,6.185586,8,44400.0,Dealer,Petrol,Manual,21.79,998.0,67.05,5,3.0,1.972077071619162,2.1972245773362196,10.70101727068921,3.12632188342992,6.906754778648554,4.220242773943291,1.791759469228055,1.3862943611198906
Maruti Alto,Maruti,Alto,4.112027,11,48679.0,Dealer,Petrol,Manual,19.7,796.0,46.3,5,1.3,1.6315960316686866,2.4849066497880004,10.793023547101463,3.0301337371283013,6.680854678790215,3.856510279368089,1.791759469228055,0.8329091022030535
Maruti Alto,Maruti,Alto,4.112027,11,100000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5,1.6,1.6315960316686866,2.4849066497880004,11.51293546492023,3.0301337371283013,6.680854678790215,3.856510279368089,1.791759469228055,0.9555114541973817
Mahindra XUV300,Mahindra,XUV300,11.393461,2,10000.0,Individual,Diesel,Manual,20.0,1497.0,115.0,5,11.0,2.5171690131591116,1.0986122886681098,9.210440366976517,3.044522437723423,7.311886164077165,4.7535901911063645,1.791759469228055,2.4849066497880004
